구분,질문,답변
전세,상속 부동산 전세보증금 반환 질문에 대해 궁금한 점이 있습니다 아파트 전세를 주고 나서 아버지가 편찮으셔서 매매를 내놓고 계약금과 일부 금액을 받은 후 아버지가 사망하셨습니다    상속등기는 형제 3명 협의 분할로  진행 중이며      잔금일자에  새로운 매도인이  대표 상속인에게 입금을 해서 보증금 반환 후 남은 금액을 협의분할 지분 만큼 분배 해도되는지         아니면    협의분할에 적혀 있는 상속인 3명에게 각자 입금을 하고 그 지분만큼 세입자 에게 입금을 해야하는지   궁금합니다 추가로   새로운 집주인이  상속등기인에게 입금을 먼저 안하고    세입자에게 전세 보증금을 돌려주고  남은 차액을 상속등기인 지분만큼 입금을 받아야하나요??,질문전세묵시적갱신은주택임대차보호법제조제항에명시세입자권리보호를위해임차인과임대인이서로아무런얘기없이어떠한문서도남기지않고계약이연장된것으로알고있습니다그렇기때문에저는개월전에전세를해지하겠다는뜻을전할수있는것으로알고있습니다그리고묵시적갱신이진행되는도중에부동산복비는임대인이부담하여야하는것으로알고있습니다만혹시제가다른것들을놓치고있는지궁금합니다질문자님의견이합당합니다묵시적갱신의경우중개보수는임대인이지불해야합니다질문그리고제가집을월에이사하고나서는전세금을돌려받기전까지는몇개의짐을넣어두고집을빼지않을생각입니다이건당연히그렇게해도되는건지목적물의반환과보증금의반환은동시이행의관계에있으므로보증금을반환받을때까지임차인은계속점유를유지할수있습니다또한계약이종료되었음에도보증금반환이이뤄지지않을경우임차인은임차권등기명령을신청하여대항력을유지시킨후보증금반환소송을통해회수하실수도있습니다제조임대차기간등임대차기간이끝난경우에도임차인이보증금을반환받을때까지는임대차관계가존속되는것으로본다
전세,"안녕하세요 현재 전세집에 거주하고 있습니다.제 상황을 자세하게 적어둬야 좀 더 상세한 답변을 받을거 같아서 상세한 상황을 적습니다2017년 2월 20일에 전세계약을 해서 살고있습니다.(2년마다 묵시적 갱신으로 현재 5년차 거주 중)계약할 시에 계약서를 쓴 이후로는 그 뒤에는 묵시적갱신으로 계약 연장이 쭈욱 진행되고 있던 상황 중올해(2022년) 2월 쯔음 다른 지역으로 이사를 가야하는 개인적인 사정 때문에집 주인분께 2021년 11월 20일 (3개월 전이라고 생각했기 때문에) 전세를 빼고싶다고 말씀드렸습니다.그랬더니 겨울에 집이 안나간다는 억지를 부리며 지금 당장이라도 나가달라는 식으로 말씀하셨고복비도 자신이 부담할테니 그럼 만약 당장이라도 계약이 진행되면 나갈 수 있냐고 물어보시기에분쟁을 일으키고 싶지않아서 우리 또한 이사계획을 바꿔서 빨리나가자는 마음으로...집이 나가야 전세금을 받을 수 있는 입장이니, 빠른시일내에 집을 구해보겠다고 말했습니다.그다음날 곧바로 집주인은 전세금을 (1억6천 -> 2억) 올려서 부동산에 내놓았고저희 또한 12월 중순까지 이사갈 집을 알아본 상황이였고(집주인분이 12월 중순까지 나가달라고... 말씀하심)부동산에서는 5-6번 정도 집을 보러 온 상황입니다.곧 계약이 될 것 같은데(이것은 제 생각) 집주인분이 갑자기 부동산 복비를 저희에게 내라고 알려왔으며집에 흠집이 있다고 트집을 잡기 시작하며, 수선비를 요구함과 함께입주청소비까지 우리 측에서 내야한다고 말했습니다.저희는 묵시적 갱신이 진행되는 도중이고, 3개월 이전에 말씀드렸으며 부동산 복비는 임대인이 부담하여야 하는것으로 알고있다고,.. 복비를 내야하면 우리는 2월(올해)에 나가겠다고 말했습니다.그럼 방을 빼지말라고. 2년씩 계약을 연장하는것이 아니냐고 2023년 2월에 나가라고 억지아닌 억지를 부리는 상황입니다.그러면서도 2억에 올린 전세에 관심있는 분이 있으니 집은 빼고싶고,.. 그러한 마음인것 같습니다.하... 말이 좀 길죠?너무 답답한데 어디 물어볼 때가 없어서, 지식인에 올려봅니다.제가 궁금한 것은,질문 1)전세 묵시적갱신은 (주택 임대차 보호법 제6조 제1항에 명시) 세입자 권리보호를 위해임차인과 임대인이 서로 아무런 얘기없이, 어떠한 문서도 남기지 않고 계약이 연장된 것으로 알고있습니다. 그렇기 때문에 저는 3개월 전에 전세를 해지하겠다는 뜻을 전할 수 있는것으로 알고있습니다.그리고 묵시적갱신이 진행되는 도중에 부동산 복비는 임대인이 부담하여야 하는것으로 알고 있습니다만혹시 제가 다른것들을 놓치고 있는지 궁금합니다.질문 2)그리고 제가 집을 2월에 이사하고 나서는 전세금을 돌려받기 전까지는 몇개의 짐을 넣어두고, 집을 빼지 않을생각입니다. 이건 당연히 그렇게 해도 되는건지?",부모와자식간에도전세계약가능합니다다만보증금을계좌로입금내역증빙으로남겨두시는게더좋습니다물론부모자녀간에전세계약시에전세대출은불가능합니다
전세,"안녕하세요. 아래 내용 확인 부탁드립니다. 1. 부모님(1가구 2주택)에게 거의 사용하지 않는 빈 집이 있음. (다세대주택, 1층&2층으로 구성) 2. 부모님 중 A는 위의 집으로 세대주로 전입신고가 되어있고, 부모님 중 B는 다른 집으로 전입신고가 되어있음. 3. 2층 세입자의 계약 만료 기간이 되었고, 자녀 C(30대)는 날짜에 맞춰 다세대주택의 2층으로 이사(전세계약)를 오려고 했음. 4. 하지만 2층 세입자가 이사를 나간다면서도 해당날짜에 나가지 않았고, 어쩔 수 없이 일단 비어있는 1층 세대로 전입신고를 하게되었음. 5. 2층 세입자는 내내 나간다고 하고 1월부터 현재 6월까지 나가지 않고 있음. (월세비용은 매달 내고 있음.)6. 더이상 기다리는 것은 안 좋을듯해서, 자녀 C는 6월(이번달) 지나기 전에 부모님과 전세계약을 하고자 함. (결과적으로 자녀 C는 6개월동안 전세계약없이 거주) 7. 지금 전세계약서를 쓰고 확정일자를 받을 경우 자녀 C나, 부모님에게 불이익이 있는지? (증여세 등등) 8. 불이익이 있다면 해당 내용을 누구와 상담을 해야할까요?* 원하는 그림은1. 이미 6개월 전 전입신고 완료. 2. 오늘이라도 당장 전세계약 완료.3. 확정일자 받음. 4. 끝.답변 좀 부탁드립니다. 감사합니다.",안녕하세요전세계약을앞두고계시는군요보통전세계약할떄이런경우가많이있나요종종있습니다그리고주택가격억천에다주택자까지나온다고하면억천인데애초에집주인이추가대출이가능한가요추가대출은향후질문자님계약후확정일자보증보험까지한후에은행에서정확한금액에대한결과가나올것이라생각됩니다이러한순서로진행한다고하였을때전세계약해도문제없을지요근저당말소계약확정일자잔금전입신고보증보험가입임대인추가대출위와같은순서대로만문제없이진행된다면문제는없어보입니다다만매매시세라는것이변동적이라는점은감안해서판단하셔야할것같습니다계약당시임대인이국세지방세완납증명해준다고합니다확정일자발생이후에발생하는국세지방세미납건은저보다후순위가되는게맞는지요맞습니다보증보험을가입한경우가입이후발생하는세금채납이나후순위근저당신규발생시에도안전한가요세입자님이선순위순위가된다면그렇다고볼수있습니다아래와같이특약을추가하려고하는데실무에서집주인이보통해주는지또는수정해야할내용이있을까요저정도의특약은상식적인임대인이라면당연히해줍니다중개해주시는부동산과잘이야기해보시면될것같습니다모쪼록전세계약잘마무리되시길바라겠습니다
전세,"안녕하세요. 현재 전세 집을 구하고 있습니다. (비규제지역) 그런데 마음에 드는 집에 이미 근저당 미화 18만불(약 2억 3천) 잡혀있는데요.집 가격은 KB공시 6.2억 정도고 전세금은 3억 8천만원 정도입니다.집주인이 지금 있는 대출금을 계약시까지 상환하고, 저희가 잔금 치루면 다시 받는다고 합니다.이렇게하면 저희가 선순위로 되니까 안전하다고 하는건데요.여기서 질문은 다음과 같습니다.1. 보통 전세계약 할떄 이런 경우가 많이 있나요? 2. 그리고 주택가격 6억 2천에 다주택자 LTV 60%까지 나온다고 하면 3억7천인데, 애초에 집주인이 추가대출이 가능한가요?3.이러한 순서로 진행한다고 하였을때, 전세 계약 해도 문제 없을지요? (근저당 말소 -> 계약 -> 확정일자 -> 잔금&전입신고 -> 보증보험 가입 -> 임대인 추가대출)4. 계약 당시 임대인이 국세 지방세 완납 증명 해준다고 합니다.확정일자 발생 이후에 발생하는 국세 지방세 미납 건은 저보다 후순위가 되는게 맞는지요?6. Hug 보증보험을 가입한 경우, 가입 이후 발생하는 세금채납이나 후순위 근저당 신규발생 시에도 안전한가요?7. 아래와 같이 특약을 추가하려고 하는데 실무에서 집주인이 보통 해주는지, 또는 수정해야할 내용이 있을까요?- 입대인에게 체납된 국세나 지방세가 없음을 임차인에게 고지하고, 만약 잔금 지급일 전날까지 체납액이 있다면 반드시 상환합니다. 체납액이 확인되면 계약을 해지할 수 있고, 지급한 계약금이나 보증금을 반환합니다.- 임대인은 임차인의 전세대출 및 보증보험 가입을 위해 필요한 절차에 적극 협조하며, 임대인 또는 임차목적물의 하자로 전세대출 미승인 또는 보증보험 가입이 거절될 시 계약은 무효로 하고 계약금을 반환한다.- 임대인은 잔금일 전까지 근저당 설정(대출 및 제한물권 설정)등 기타 권리관계를 말소시키고, 입차인의 보증보험 가입 승인완료 당일까지 담보권이나 전세권 등 새로운 권리를 발생시키지 않는다.꼭좀 도와주세요...",안녕하세요부동산전세계약관련하여문의하셨는데요일반적으로전세계약종료시에전세금의반환은계약서에명시된조건에따라이루어집니다하지만임대인과별도의협의로재계약이진행되고전세금반환을대출로처리하는방법은일반적인방식은아니지만가능하다고할수있습니다다만이방법으로진행할경우몇가지사항에유의하셔야합니다첫째로수정한계약서에대한법적인효력을확인해야합니다계약서수정시양측의동의가필요하며수정된계약서는파기되지않은이상이전계약서와함께효력을가진다고할수있습니다따라서수정된계약서에대해양측이동의한경우에만변경된내용이유효하게됩니다둘째로담보대출실행시에는해당건물에대한담보등기가필요합니다따라서전세권설정이되지않았다는점은담보대출을받기에는어려움이있을수있습니다이는담당자와상담이필요한사항입니다셋째로대출의성사여부는은행의심사결과에따라달리질수있습니다은행의심사결과에따라대출이결정되지않거나일정기간이소요될수있으니이점에도유의해야합니다만약계약만료날짜에임대인이보증금을돌려주지않는다면이는계약상의위반으로간주될수있으며귀하는임대인에게소송등법적조치를취할수있습니다그전에먼저합의를해보증금반환에대한사항을명확히해결하고자하는것이바람직합니다그렇지않을경우법적인절차를통해보증금을회수하셔야합니다법적인조치를취하기전에법률전문가와상담을하시는것을권장드립니다이와관련된상세한내용은계약서및임대인과의협의내용지역별법령등에따라달라질수있으므로정확한답변을위해서는전문가의도움이필요합니다따라서법률전문가나부동산전문가에게상담을받는것을추천드립니다
전세,"안녕하세요.부동산 전세계약 만료 관련해서 문의드립니다.현재 보증금 1.4억 오피스텔에 거주중이며 최초 2년 계약 후(보증보험가입 O), 2년 계약(보증보험X)을 연장하였습니다. 재계약 당시에 청약된 아파트 입주날짜와 계약 만료 날짜를 맞추기 힘들어 임대인과 협의하여 2년 연장 계약으로 진행하였고, 퇴거전 3개월전에만 미리 얘기만해주면 아무 상관없으니까 괜찮다고하여 재계약을 하였습니다.9월부터 아파트 입주라 미리 올해 4월부터 말씀드렸고, 부동산에도 전세매물을 올려놓았습니다.하지만 제가 계약했던 금액 대비 현재 전세가가 너무 낮아져서 제가 들어갔던 전세가로는 임차인이 구해지지 않습니다.전세가를 500만원 낮췄지만 현재 2개월이 되어가는 시점에도 집을 보러 오는 사람이 아무도 없어서 임대인이 다른 방법을 제안했습니다.8월말을 기준으로 전세계약 종료로 계약서를 수정하고, 수정한 계약서를 가지고 해당 부동산으로 담보대출을 실행시켜 전세금을 돌려주겠다고 합니다. 임대인은 해당 건물주이면서 해당 건물 오피스텔을 관리하고 있습니다. 임대인이 제안한 내용처럼 전세계약서를 올해 8월말로 수정하고, 임대인이 해당 계약서를 가지고 담보대출을 계약 만료날짜에 실행하여 대출받은 금액으로 저에게 전세보증금을 돌려준다고하는 방법에 문제가 없을까요?따로 등기부에 대출이나 기타사항이 없어서 재계약 할때는 보증보험이나 전세권 설정을 하지 않았는데 괜찮을까요?요즘 전세사기가 너무 많고 계약 만료가 되었는데도 전세금을 못 돌려준다는 임대인이 많은데계약서 수정까지하여 대출실행으로 전세보증금을 돌려주려고 하시니 감사하면서도 한편으로는 의심되기도 합니다.이 방법에 문제가 없다면, 만약 이 방법으로 진행하였는데 계약 만료 날짜에 임대인이 보증금을 돌려주지 않으면 어떻게 해야하는지도 알고 싶습니다.",관리를부동산에서한다고해서무조건사기는아닙니다계약할떄임대인신분증등기부등본얼굴보고집상태옵션상태등다확인하고계약진행하면괜찮을거같내요
전세,"최근 부동산 전세 사기가 뉴스에 많이 나오던데 곧 제가 잔금입금을 앞두고 있는 상황으로 걱정되어 질문올려봅니다.부디 고수분들이 계시면 좋겠습니다..ㅠ------------------------------------신혼부부전세자금 대출 <-주택도시기금 대출입니다.을 통해서 전세계약 진행했습니다.그런데 계약서를 보니 집주인은 개인으로 있는데, 관리는 부동산에서 하더라구요?이유를 모르겠어서 물어봐도 그냥 자기들이 관리한다는 말만하고 따로 언급이 없던데가만 생각해보니 설마 싶더라구요.1. 근저당잡힌 것도 아무것도 없이 깨끗한 집이었습니다 (등기부등본열람시)->추가로 주택도시기금에서 대출진행을 오케이 한 상황입니다 잔금 날만 기다리고있죠.그런데도 전세사기일 수 있나요? 2. 전세 사기가 높은 확률로 의심되는 경우, 지금 상황(계약금의 5%를 이미 선금 지급한 상황)에서어떻게 대처를 할 수 있을까요?답변 부탁드려봅니다.감사합니다!",조건검색식에대출관련은없습니다네이버부동산앱에서해당지역을검색하셔서주변부동산두세곳에전화를하세요원하시는조건보증금월세중소기업대출입주날짜등등을말씀하시고조건에맞는집을구해달라고요청하세요그러면부동산에서해당매물이나오면전화를줄겁니다
전세,중소기업 또는 청년 전세자금대출받아서 전세집 알아보고있는데 네이버 부동산앱에서 알아볼때 조건검색이나 가능한집 어떻게 알아봐야하나요?,질문에답변드리겠습니다보증금에보통위조방지를위해띄어쓰기없이금사천만원원정이런식으로적는걸로알고있는데여기부동산은사천만원원정이렇게공백을두고썼더라고요거기다가잔금에는아라비아를쓰지않고한글로잔금액수쓰고잔금날짜만썼더라고요이걸로위조가가능한건가요위조가된다면부동산은어떻게쓸려고하는건가요민증도다복사해갔는데위조는가능하지만만약이러한행위를하였다면사문서위조및행사죄에해당됩니다그리고계약도도장필요없다면서요즘은이름이랑싸인만하면된다고하던데불안해서도장찍겠다고해도끝까지괜찮다고하다가화까지내더군요ㅡㅡ나도화내니깐결국마지못해도장찍어줬는데원래전세계약서싸인만해도되는건가요네그렇습니다싸인만을하여도효력을발생시키는데문제가없습니다부동산이랑임대인임차인계약서세개나눠가졌는데부동산도원래계약서가져가나요네그렇습니다계약금프로준거영수증써달라니깐전세계약서안에계약금받았다고영수인이싸인했다고이걸로됬다고하는데맞는거예요효력면에는문제가없지만전세자금대출을받는경우별도의영수증을요구하는경우도있습니다끝으로잔금날부동산가서잔금치러야되나요계좌이체로할려고하는데잔금치루면영수증같은거주나요네그렇습니다부동산측에서계약서를좀이상한게쓴거같은데만약계약파기시복비도줘야되나요계약파기의원인이중개업자에게있다면중개보수를지불하지않아도되지만그렇지않는경우에는지불해야합니다확정일자는계약후바로받아놨는데계약해지해도문제는없나요계약해지의원인이누가제공하는경우에따라상이합니다임대인이하였다면계약금의배액을상환해야하지만임차인이하였다면계약금을포기해야합니ㅏㄷ
전세,"처음전세계약을 했는데요 좀 찜찜한게 있어서 질문합니다. 1.보증금에 보통 위조방지를위해 띄어쓰기없이 금사천만원 원정(\40,000,000)이런식으로 적는걸로 알고 있는데여기 부동산은 金 사천만원 원정 (  \  40,000,000     )이렇게 공백을 두고 썼더라고요... 거기다가 잔금에는 아라비아를 쓰지않고 한글로 잔금액수쓰고잔금날짜만 썼더라고요.이걸로 위조가 가능한건가요?? 위조가된다면 부동산은 어떻게 쓸려고하는건가요? 민증도 다 복사해갔는데...2. 그리고 계약도 도장 필요없다면서 요즘은 이름이랑 싸인만 하면 된다고 하던데불안해서 도장찍겠다고 해도 끝까지 괜찮다고 하다가 화까지 내더군요 ㅡㅡ나도 화내니깐 결국 마지못해 도장찍어줬는데원래 전세계약서 싸인만해도 되는건가요? 3. 부동산이랑 임대인 임차인 계약서 세개 나눠가졌는데 부동산도 원래 계약서 가져가나요?4. 계약금 5프로준거 영수증 써달라니깐 전세계약서안에 계약금 받았다고 영수인이 싸인했다고 이걸로 됬다고 하는데 맞는거예요?5. 끝으로 잔금날 부동산가서 잔금치러야되나요? 계좌이체로할려고하는데잔금치루면 영수증같은거주나요?6. 부동산측에서 계약서를 좀 이상한게 쓴거 같은데 만약 계약파기시 복비도 줘야되나요?7. 확정일자는 계약후 바로 받아놨는데 계약해지해도 문제는 없나요?부동산이 좀 이상해서 찜찜하네요",안녕하세요이런일이자주일어나피해를보는사람들이많이있습니다여기서문제가되는가계약금은부동산이어떻게했느냐에따라다르긴하지만대부분은책임지지않습니다그리고언제그렇게했느냐는식으로답변을하기때문에증거가없다면책임을묻기가어렵습니다
전세,"안녕하세요, 질문이 있어서 올립니다. 주변에 물어볼 곳이 없어서 지식인 도움이 필요합니다ㅠㅠ 현재 전세투룸 살고있고, 이사가려는 집은 전세아파트이며, 전세투룸 계약기간 10개월 남았습니다.지금 살고있는 투룸에서 층간소음이나 밤낮 요일 할거없이 외국인들 소음때문에 몇번 집주인과 트러블있었고, 집주인은 그때마다 항의하는 저희를 이상한사람 취급했습니다.(외국인들 다 착하고 문제없다 너네가 이상하다, 왜이렇게 서로서로 배려를 안하며 사냐 등등..항의전화해서 못살겠다고 하면 집주인은 그럼 사모님께서 나가시는걸로 하실래요? 라는 말도 하였음.)그뒤로 저희는 이사갈 집을 알아보고 괜찮은 전세 아파트가 있어서 어제 엄마 혼자 그 집을 보시고 오셨고아파트 중개한 부동산에서 '마음에 드시면 가계약금 걸어놓으세요' 라는 문자를 받아서 가계약금을 아파트 집주인 계좌로 100만원 입금했습니다.아파트 중개한 부동산에서는 현재 살고있는 투룸 전세든 월세든 금방 세입자 구해질것이다,우리쪽에서 책임지고 세입자 구해주겠다고 하길래 추후 세입자 걱정은 없이 집주인에게 전화를 했습니다. 투룸 집주인에게 일전에 말한 층간소음이나 외국인때문에 못살겠다, 세입자 구해놓고 복비 내고 나가겠다 라고 하니계약기간 만료인 23년 2월 이후엔 월세로 바꿀것이고, 지금 나가면 돈을 못빼준다는겁니다.현재 추후 세입자를 전세든 월세든 받을 생각 없으니 절대 돈 안빼준다며..그래서 아파트 중개한 부동산에게 말했고, 가계약금을 돌려달라고 했습니다.아파트 중개한 부동산측에선 그걸 우리가 왜 돌려줘야되냐 못돌려준다 소송해라 라고 말합니다.이 경우, 아파트 중개한 부동산에서 현재 살고있는 전세 투룸을 집주인과 합의하여 정리하고완벽히 정리가 됬을 경우, 계약하자고 말을 해주는게 맞지 않나요?부동산에서도 투룸 집 계약기간이 남은걸 알았고, 본인들이 책임지고 집을 못빼줄 상황을 대비해서 투룸 집을 먼저 해결을 하고 오셔라, 그럼 그때 계약금을 걸든 계약을 하든 하자. 라고 해야되는거 아닌가요?무조건 맘에들면 가계약금 입금해라 라는 말이 먼저인가요?부동산 관련 아무것도 모르는 엄마께서 혼자 부동산 가셔서 어제 하루만에 이런 일이 일어나버렸네요..이상황에서 나올수있는 여러가지 결과를 최대한 많이 알려주시면 감사하겠습니다..긴글 읽어주셔서 감사합니다 ㅠㅠ",원칙은만기일개월전해지통보하고만기일에보증금반환과집반환을동시에진행되면가장깔끔하지만현실에선그러지못합니다보증금반환이안될경우반환소송을진행해야할수도있고혹여나확정이안된상태에서계약했다가새집계약금날리는경우가많습니다여러절차대로진행후손해에대한내용은임대인에게청구해봐야겠죠대한법률구조공단임대차분쟁조정위원회
전세,"9월 15일 만기인데 만기날짜인데, 만기일 기준으로 전세보증금관련 주인께서 명확한 답을 주지않습니다. 현재 6월2일경 전세미연장의사를 이야기드렸고 저희도 집을 알아보는 과정에서 9월15만기일짜 기준에 괜찮은 집이 있어 가계약/본계약을 해야하는 과정에 집주인께서 부동산관례상 만기전에 집을 알아보고 계약하면 안된다, 만기날짜에 꼭 줘야할 의무도 없는반면 법원에 전세반환소송하여도 만기일도래 1개월이 초과되지 않는 선에서 주면된다는 등 관례를 이야기하면서 명확하게 답을 주지 않습니다.저는 과연 가계약을 진행해도 되는부분인지 복잡한 심정입니다. 부동산 중개업자에게 문의 시, 집주인께서 왜못주는거냐고 물어보니 ""임차인을 못구하면 공실이어야되는문제"", ""대출을받아야하는상황인데 요즘 대출이자가 높아져서 확답이 어려운 문제"", ""만기보다 조금 입주일을 늦출수있는 집이면 조절이 되면 좋겠다는 문제"" 저희의 편의는 1도없이, 집주인의 편의만 이야기하더군요....새임차인을 9월15일 이후로 알아보시는건 주인의 보증금 편의이며... 월세에 내놓으시면 어짜피 저희에게 환급하시려면 대출을 받으셔야하고...공실문제는 저희와 무관한 문제고 저희의 편의를 아무것도 반영되지 않았네요.사실 저희 입장에서 원하는건 편의가 아닙니다. 원칙인데 말이죠.어떻게 해야할지 지식인들께서 도움 부탁드리겠습니다.",계약서가없는계약은유효한계약은아닙니다구도로이야기를했다고해도계약은파기하실수있습니다다만계약금을걸었다고한다면가계약형식이되어서계약금이손해배상금명목으로계약자에게돌아가게됩니다구두계약이라도약속이라는점은동일하기에원래는지키시는것이좋습니다계약이라는것은소유권이전일전에도할수있는것이기때문에매매계약이전에하셔도됩니다부동산을통해서하시는것이라면계약이잘못된다고하면부동산에서책임이있기때문에계약금회수에는문제가없는부분입니다전세계약승계조건으로계약을하시는것이라면어차피일부인상된전세금만입금하시면되시기때문에그냥계약을하시고소유권이전일인매매계약완료일에인상분만입금하시고거주하시는것도방법이되실듯합니다계약서는미리쓰셔도질문자님의경우는어차피승계계약이기에하셔도될듯합니다
전세,"개요는보증금 3000 전세계약자 입니다. 계약 만료일은 9월 중순이고요.현재 집주인이 매매를 진행중인데, 선금은 치뤗고 잔금만 남았다고 하네요.매매 전에 부동산에서 전화가 와서 보증금 조금 올려서전세 승계하겠냐고 해서 구두로 하겠다고 했습니다.전세를 끼고 새 집주인이 산다는 말이겠죠.그런데 잔금도 치르기 전에 부동산에서 전세가계약을 먼저 하자고 하기도 하고,시간 안된다고 하니 잔금 치르는 날 계약을 다시 하자고 합니다.그래서 고심한 끝에 완전 매매 전에 집을 빼고 싶다 부동산에 말 했습니다.그랬더니 구두로 전에 얘기하지 않았느냐? 그래서 매매 계약을 진행했는데,그래서 안된다. 라고 얘기를 하네요. 그러면 책임을 져야 한다는 식으로 얘기를 하는데,좀 답답하네요.진짜 찝찝해서 집을 빼고 싶은데 어떻게 해야 할까요?새 계약서 쓰고 계약 종료일(9월)까지 있다가 나가야 하나요?그런 전세계약도 가능한 건가요? (계약기간 3개월)일반적으로 녹음되지 않은 구두계약이 효력이 있나요?그리고 누구랑 얘기를 해야 하나요? 집주인??? 부동산??? 아니면 새 집주인???답답한 마음에 질문 드립니다.",현제집주인과계약하는것이고계약서특약에임차인이잔금후대항력이완성될때까지담보설정하지않는다위반시본계약는무효이며보증금은즉시돌려주며손해배상으로만원을배상한다이렇게하시면안전합니다
전세,"오피스텔전세계약을 하려고 알아보는 중에한물건이 시세대비조금저렴하게나왔더라구요 사정이있어 저렴하게내놓앗는데 현재 매매는 되었는데 실거주를 하려다 사정이있어 실거주를 못하게되어 매매잔금을치루기위해 조금급하게 저렴하게 내놓았다고 하더라구요제가전세계약을 하면 그 잔금을 보태 매매대금을 치루는걸로 한다고 부동산분에게 들었는데 제가 잔금치르는날 그분들도 매매계약이 완료되서 등기가 넘어가고 한다더라구요 하루에 전세,그분들 매매가 한번에 된다는거죠이경우 곧 집주인이 바뀌게될텐데 전세사기 등과같은 문제가 일어날까우려되어 질문드려요1.계약은 등기상 현재집주인과 하는건가요 바뀌는 주인분과 하는건가요 등기상 실 소유주분과 하는게 낫겟죠?2.이런경우 전세사기등과 같은 문제를 해결하기위해 계약서에 어떤특약사항을 넣어야할까요3.혹시나있을수도있는 전세사기 등의 문제를 사전에 방지하기위해 어떤것을 더신경써서 물어봐야할까요 곧 집을 보러갈까합니다4.계약기간이끝나도 이분한테 전세금을못받을확률이있을까요",답변드립니다홍보관련홍보비나광고비를따로주실필요없구요매매대금에대해공인중개사협회에서정한수수료홍보비광고비포함가있습니다서울일경우주택이면최대입니다타지방일경우네이버에부동산수수료계산기라고검색해보시면자동으로계산해줍니다
전세,전세월세매매 등 부동산에 문외한입니다부동산에 전세를 놓거나 팔기위해 보통 공인중개사분께 의뢰(?)할때 물건 홍보관련 홍보비나 광고비를 집주인이 부담해야하나요?해야한다면 어느기간에 금액은 어느정도할까요??,사법고시출신서울대졸업변협등록민사전문대구경산보증금소송변호사권용덕입니다사건의뢰관련문의나방문상담예약등과는무관한단순궁금증해결무료전화법률상담은하지않습니다임차인이점유를풀었으면점유는집주인에게넘어간것이라서누구를들어와서살게하든아무상관없습니다임차인은임차권등기를설정하고보증금을돌려달라고민사소송을제기하는것외에는다른법적으로가능한수단이없습니다로앤컨설팅변호사권용덕네이버블로그서울대졸업사법고시출신변협등록형사전문변협등록민사전문대구변호사권용덕방문예약더보기지도데이터지도컨트롤러범례부동산거리읍면동시군구시도국가변호사권용덕대구광역시수성구알파시티로길이니셜타운층
전세,부동산 전세금 못받고 먼저 이사했는데 (전입신고 아직 안함)잠깐 살던 집 가보니집주인 지인이 살고있네요부동산 연락하니 단기간 살고 나오는거라는데이에 관해 법적인 조치가 가능한가요?,질문에답변드리겟습니다근저당을말소하는것은집주인이해당부동산을담보로돈을빌리면서근저당이라는담보물권을설정하였는데이를말소한다는뜻입니다선순위담보물권이말소된다면질문자님께서보증금보호에아주중요한사항입니다임대보증금보호를받기위해서보증보험에가입을하는경우질문자님의비용으로처리해야합니다기타사항은현재로서판단이곤란하고질문자님께서하실수있는사항은신속하게전입신고및확정일자임대차신고를하는것입니다
전세,제가 이번에 처음으로 투룸 전세를 하려고 하는데요 집이 법인 이고 투룸전세가는 9천입니다. 집주인분 근저당은 3억 정도라고 하는데 공인중개사 분께서 전세금 잔금 치를때 근저당 말소해주는 조건이여서 안전하다고 하시는데 근저당 말소시켜준다는게 무슨 뜻인지 모르겠어서요 ㅠㅠ 그리고 임대인이 임대사업자가 아니여서 전세금 반환보증보험도 안된다고 하시더라고용 이게 임대인이 서류를 준비해줘야 하는걸로 알고 있는데 임차인이 혼자서 들수도 있는건가요? 신축입주자인데 모든 호실을 다 전세로 받으시더라고요 이럴때 위험수당이 있는건지도 궁금합니다 .답변해주시면 감사하겠습니다~,현재계약금만원을이미송금하신상황이라면계약조건이변경되어도집주인과협의하에적절한조치를취해야합니다공시지가가변동됨에따라전세금액이변경될수있으므로집주인과협의하여적절한금액을합의한후계약을진행하시는것이좋습니다계약금을이미송금하신상황에서일방적으로계약을파기하기위해서는집주인의동의가필요합니다따라서집주인과협의하여적절한조치를취하시는것이좋습니다년기준으로임대사업자세대보증보험의적용기준은입니다부동산업체와직접적으로확인하여정확한정보를확인하는것이좋습니다임대사업자세대보증보험과전세보증보험은비슷한개념이지만보장대상과보장범위등이다르므로구체적으로확인하여야합니다전세계약시에는계약서의내용을상세히확인하는것이중요합니다계약금보증금월세등금전적인조건뿐만아니라입주일유의사항등다양한내용을상세히검토하시는것이좋습니다또한전세금이나계약금을송금할때에는송금수수료나안전을위해은행전산망을이용하는것이좋습니다
